CASEID,EVRMARRY,ONOWN,ONOWN18,PARMARR,INTACT18,MOMFSTCH,EVERSEX,GRFSTSX,SEDBC,PTSB4MAR,USEFSTSX,MTHFSTSX1,RELRAISD,ATTND14,AGER,HIEDUC,RACE,MAR1CON1,B1PREMAR,VRY1STAG,LIFPRTNR,SEX1MTHD1,RELIGION,LABORFOR,TOTINCR,topics_discussed_count,discuss_topic1,discuss_topic2,discuss_topic3,discuss_topic4,discuss_topic5,discuss_topic6,discuss_topic8,premarital
82679,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,,,,,Other religion,,25 YEARS,BACHELOR'S DEGREE,BLACK,,,,NONE,,OTHER RELIGIONS,Working full-time,"$60,000-$74,999",0,0,0,0,0,0,0,0,0
82684,NEVER MARRIED,Yes,Yes,No,No,20-24 YEARS,,8th grade,,,YES,Condom,Catholic,,25 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",YES,14,1 PARTNER,Condom,PROTESTANT,Working part-time,"$100,000 or more",0,0,0,0,0,0,0,0,
82688,NEVER MARRIED,Yes,Yes,No,Yes,18-19 YEARS,,12th grade,Yes,,YES,Birth control pills,Baptist/Southern Baptist,Once a week,23 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",YES,17,6 PARTNERS,Pill,PROTESTANT,Working full-time,$5000-$7499,7,1,1,1,1,1,1,1,
82690,NEVER MARRIED,No,No,Yes,No,LESS THAN 18 YEARS,,10th grade,Yes,,YES,"Depo-Provera, injectables",Catholic,Once a week,24 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",YES,16,3 PARTNERS,"Depo-Provera, injectables",CATHOLIC,Working full-time,"$40,000-$49,999",6,0,1,1,1,1,1,1,
82703,NEVER MARRIED,Yes,Yes,Yes,Yes,25-29 YEARS,No,,No,,,,Baptist/Southern Baptist,More than once a week,22 YEARS,BACHELOR'S DEGREE,WHITE,,,,NONE,,PROTESTANT,Working full-time,"$20,000-$24,999",2,1,0,0,0,0,0,1,0
82704,NEVER MARRIED,No,No,Yes,No,20-24 YEARS,,10th grade,Yes,,YES,Condom,Protestant - No specific denomination,Never,22 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,"Has been pregnant, but has never been married",YES,15,1 PARTNER,Condom,PROTESTANT,Not working but looking for work,$5000-$7499,0,0,0,0,0,0,0,0,
82710,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,No,,Yes,,,,Catholic,2-3 times a month,16 YEARS,10TH GRADE,OTHER,,,,NONE,,CATHOLIC,Other,"$50,000-$59,999",1,0,0,0,0,0,0,1,0
82736,EVER MARRIED,Yes,Yes,Yes,No,20-24 YEARS,,8th grade,Yes,3 PARTNERS,YES,Birth control pills,Baptist/Southern Baptist,Never,22 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,0-12 months,NO,14,4 PARTNERS,Pill,PROTESTANT,Working full-time,"$35,000-$39,999",6,1,1,1,1,1,0,1,1
82747,NEVER MARRIED,No,No,Yes,No,Don't know,No,,No,,,,No religion,Never,16 YEARS,9TH GRADE OR LESS,BLACK,,,,NONE,,NO RELIGION,In school,"$35,000-$39,999",0,0,0,0,0,0,0,0,0
82748,NEVER MARRIED,No,No,No,No,LESS THAN 18 YEARS,Yes,11th grade,Yes,,YES,Condom,Baptist/Southern Baptist,Once a week,17 YEARS,11TH GRADE,WHITE,,,17,1 PARTNER,Condom,PROTESTANT,Not working but looking for work,"$50,000-$59,999",6,1,1,1,1,1,1,0,1
82756,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,No,,Yes,,,,Protestant - No specific denomination,More than once a week,22 YEARS,ASSOCIATE DEGREE IN COLLEGE/UNIVERSITY,WHITE,,,,NONE,,PROTESTANT,Working full-time,"$25,000-$29,999",4,1,1,0,0,0,1,1,0
82759,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,,7th grade,,,NO,,Catholic,,25 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),BLACK,"Has been pregnant, but has never been married",YES,13,8 PARTNERS,Did not use a method at 1st intercourse,PROTESTANT,In school,"$30,000-$34,999",0,0,0,0,0,0,0,0,
82761,NEVER MARRIED,No,No,No,No,20-24 YEARS,Yes,8th grade,Yes,,YES,Condom,Fundamentalist Protestant,2-3 times a month,15 YEARS,9TH GRADE OR LESS,WHITE,,,14,1 PARTNER,Condom,PROTESTANT,In school,"$20,000-$24,999",5,1,1,0,1,1,1,0,1
82769,EVER MARRIED,No,No,No,No,LESS THAN 18 YEARS,,9th grade,,3 PARTNERS,YES,Condom,Catholic,,25 YEARS,SOME COLLEGE BUT NO DEGREE,OTHER,First conception before marriage,YES,15,3 PARTNERS,Condom,NO RELIGION,In school,"$30,000-$34,999",0,0,0,0,0,0,0,0,1
82770,NEVER MARRIED,No,No,No,No,20-24 YEARS,Yes,12th grade,Yes,,YES,Condom,No religion,Never,17 YEARS,11TH GRADE,WHITE,,,17,1 PARTNER,Condom,NO RELIGION,Working part-time,"$15,000-$19,999",7,1,1,1,1,1,1,1,1
82774,NEVER MARRIED,Yes,Yes,Yes,No,LESS THAN 18 YEARS,,9th grade,Yes,,YES,Condom,Baptist/Southern Baptist,3-11 times a year,23 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",YES,16,10,Condom,NO RELIGION,Not working but looking for work,"$20,000-$24,999",0,0,0,0,0,0,0,0,
82791,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,No,,Yes,,,,Catholic,Once a week,18 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),OTHER,,,,NONE,,CATHOLIC,Keeping house,"$100,000 or more",3,1,0,0,1,0,0,1,0
82798,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,,,,,Other religion,,25 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),OTHER,,,,NONE,,OTHER RELIGIONS,Working full-time,"$75,000-$99,999",0,0,0,0,0,0,0,0,0
82801,NEVER MARRIED,No,No,No,No,LESS THAN 18 YEARS,No,,Yes,,,,No religion,Once a week,15 YEARS,9TH GRADE OR LESS,BLACK,,,,NONE,,NO RELIGION,In school,Under $5000,7,1,1,1,1,1,1,1,0
82806,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,12th grade,Yes,,YES,Condom,Catholic,Once a week,21 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,17,4 PARTNERS,Condom,CATHOLIC,Working part-time,"$100,000 or more",7,1,1,1,1,1,1,1,1
82822,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,Yes,11th grade,,,NO,,Catholic,,25 YEARS,BACHELOR'S DEGREE,WHITE,,,17,15,Did not use a method at 1st intercourse,CATHOLIC,Working full-time,"$40,000-$49,999",0,0,0,0,0,0,0,0,1
82837,NEVER MARRIED,No,No,No,No,20-24 YEARS,,8th grade,Yes,,NO,,Protestant - No specific denomination,Once or twice a year,22 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,14,22,Did not use a method at 1st intercourse,PROTESTANT,Working part-time,"$10,000-$12,499",7,1,1,1,1,1,1,1,
82840,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,,Yes,,YES,Condom,No religion,Never,24 YEARS,BACHELOR'S DEGREE,WHITE,,,19,3 PARTNERS,Condom,NO RELIGION,Working full-time,"$75,000-$99,999",2,0,1,0,0,0,0,1,1
82844,EVER MARRIED,Yes,Yes,No,No,20-24 YEARS,,9th grade,No,3 PARTNERS,YES,"Depo-Provera, injectables",Protestant - No specific denomination,2-3 times a month,20 YEARS,9TH GRADE OR LESS,WHITE,First conception before marriage,YES,16,4 PARTNERS,"Depo-Provera, injectables",PROTESTANT,Working full-time,Under $5000,4,1,0,0,1,1,1,0,1
82846,EVER MARRIED,No,No,Yes,Yes,20-24 YEARS,,,No,NONE,YES,Birth control pills,Other religion,More than once a week,24 YEARS,BACHELOR'S DEGREE,WHITE,More than 3 years,NO,19,2 PARTNERS,Pill,OTHER RELIGIONS,In school,"$60,000-$74,999",3,0,1,1,0,0,0,1,0
82854,NEVER MARRIED,No,No,Yes,Yes,18-19 YEARS,No,,Yes,,,,Protestant - No specific denomination,More than once a week,19 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,,NONE,,PROTESTANT,Not working but looking for work,"$50,000-$59,999",7,1,1,1,1,1,1,1,0
82858,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,Yes,,Yes,,YES,Birth control pills,Other religion,Once a week,20 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,20,2 PARTNERS,Pill,OTHER RELIGIONS,Other,"$100,000 or more",7,1,1,1,1,1,1,1,1
82867,NEVER MARRIED,No,No,No,Yes,LESS THAN 18 YEARS,,9th grade,Yes,,YES,Birth control pills,Catholic,Never,20 YEARS,11TH GRADE,WHITE,,,17,3 PARTNERS,Pill,PROTESTANT,Working part-time,"$20,000-$24,999",6,0,1,1,1,1,1,1,
82875,NEVER MARRIED,Yes,Yes,No,No,25-29 YEARS,,8th grade,,,YES,Birth control pills,Protestant - No specific denomination,,25 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",YES,13,5 PARTNERS,Pill,NO RELIGION,"Working, but on vacation, strike, or had temporary illness","$10,000-$12,499",0,0,0,0,0,0,0,0,
82885,EVER MARRIED,No,No,Yes,No,20-24 YEARS,,10th grade,Yes,3 PARTNERS,YES,Condom,Baptist/Southern Baptist,Once a week,24 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),OTHER,First conception before marriage,NO,16,3 PARTNERS,Condom,PROTESTANT,Working part-time,"$100,000 or more",6,1,1,1,1,0,1,1,1
82888,NEVER MARRIED,No,No,No,Yes,20-24 YEARS,No,,Yes,,,,Catholic,Once a week,15 YEARS,9TH GRADE OR LESS,BLACK,,,,NONE,,CATHOLIC,In school,"$30,000-$34,999",2,0,0,0,1,0,0,1,0
82890,NEVER MARRIED,No,No,No,No,LESS THAN 18 YEARS,Yes,6th grade or less,Yes,,YES,Condom,Protestant - No specific denomination,Once a week,22 YEARS,SOME COLLEGE BUT NO DEGREE,BLACK,,,12,5 PARTNERS,Condom,PROTESTANT,Working part-time,"$20,000-$24,999",7,1,1,1,1,1,1,1,1
82893,NEVER MARRIED,No,No,Yes,Yes,LESS THAN 18 YEARS,Yes,,No,,YES,Birth control pills,Catholic,Once a week,23 YEARS,BACHELOR'S DEGREE,BLACK,,,20,1 PARTNER,Pill,CATHOLIC,Working part-time,"$20,000-$24,999",2,1,0,0,0,0,0,1,1
82895,NEVER MARRIED,No,No,No,No,18-19 YEARS,,10th grade,Yes,,YES,Condom,Protestant - No specific denomination,3-11 times a year,23 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),BLACK,"Has been pregnant, but has never been married",YES,15,1 PARTNER,Condom,PROTESTANT,Caring for family,"$35,000-$39,999",4,1,1,1,0,0,0,1,
82909,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,11th grade,No,,YES,"Withdrawal, pulling out",Catholic,2-3 times a month,16 YEARS,10TH GRADE,WHITE,,,16,1 PARTNER,Withdrawal,CATHOLIC,Working full-time,"$100,000 or more",7,1,1,1,1,1,1,1,1
82927,NEVER MARRIED,No,No,Yes,No,20-24 YEARS,Yes,12th grade,Yes,,YES,Birth control pills,Baptist/Southern Baptist,3-11 times a year,17 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,17,1 PARTNER,Pill,PROTESTANT,Other,"$60,000-$74,999",4,1,1,1,1,0,0,0,1
82933,NEVER MARRIED,No,No,No,No,20-24 YEARS,Yes,9th grade,Yes,,YES,Condom,No religion,Once a week,19 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,15,4 PARTNERS,Condom,NO RELIGION,Working part-time,Under $5000,0,0,0,0,0,0,0,0,1
82941,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,Refused,,No,,,,Baptist/Southern Baptist,Once a week,16 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,PROTESTANT,In school,"$100,000 or more",7,1,1,1,1,1,1,1,
82946,NEVER MARRIED,No,No,No,No,18-19 YEARS,No,,No,,,,Protestant - No specific denomination,Once a week,17 YEARS,10TH GRADE,BLACK,,,,NONE,,PROTESTANT,In school,Under $5000,5,1,1,1,1,0,0,1,0
82948,NEVER MARRIED,Yes,Yes,No,Yes,MOTHER OR MOTHER-FIGURE DID NOT HAVE ANY CHILDREN,No,,No,,,,Other religion,Once a week,23 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,,NONE,,OTHER RELIGIONS,Working full-time,"$20,000-$24,999",3,1,0,0,1,0,0,1,0
82955,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,Yes,,,,No religion,Never,16 YEARS,10TH GRADE,OTHER,,,,NONE,,NO RELIGION,Working part-time,"$40,000-$49,999",2,0,0,0,1,1,0,0,0
82958,NEVER MARRIED,No,No,Yes,No,18-19 YEARS,,12th grade,Yes,,YES,Condom,Baptist/Southern Baptist,Once a week,23 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),BLACK,"Has been pregnant, but has never been married",YES,17,1 PARTNER,Condom,PROTESTANT,Working full-time,Under $5000,7,1,1,1,1,1,1,1,
82962,EVER MARRIED,No,No,Yes,No,LESS THAN 18 YEARS,,9th grade,Yes,2 PARTNERS,YES,Birth control pills,"Methodist, Lutheran, Presbyterian, Episcopal",Once a week,19 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,First conception before marriage,NO,14,2 PARTNERS,Pill,PROTESTANT,Working full-time,"$30,000-$34,999",4,1,1,1,1,0,0,0,1
82964,NEVER MARRIED,Yes,Yes,No,Yes,LESS THAN 18 YEARS,,Don't know,Yes,,YES,Birth control pills,No religion,Never,24 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",YES,15,4 PARTNERS,Pill,NO RELIGION,Keeping house,"$15,000-$19,999",7,1,1,1,1,1,1,1,
82968,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,10th grade,No,,YES,Birth control pills,Catholic,Once a week,19 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,16,1 PARTNER,Pill,CATHOLIC,Working part-time,"$75,000-$99,999",4,0,1,1,1,0,0,1,1
82995,NEVER MARRIED,,Yes,Yes,Yes,Don't know,No,,Yes,,,,Catholic,Once or twice a year,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,CATHOLIC,Keeping house,"$100,000 or more",6,1,1,1,1,1,0,1,0
82999,NEVER MARRIED,No,No,No,Yes,18-19 YEARS,Yes,8th grade,Yes,,YES,Condom,Catholic,Once or twice a year,23 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),OTHER,,,13,2 PARTNERS,Condom,CATHOLIC,Working full-time,"$75,000-$99,999",7,1,1,1,1,1,1,1,1
83006,NEVER MARRIED,Yes,Yes,No,No,20-24 YEARS,Yes,,Yes,,YES,Birth control pills,Catholic,Never,24 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,19,5 PARTNERS,Pill,OTHER RELIGIONS,Working full-time,"$50,000-$59,999",0,0,0,0,0,0,0,0,1
83022,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,,Yes,,YES,Condom,Catholic,Once a week,24 YEARS,BACHELOR'S DEGREE,OTHER,,,22,1 PARTNER,Condom,CATHOLIC,Working part-time,"$12,500-$14,999",3,0,1,0,0,0,1,1,1
83023,NEVER MARRIED,No,No,No,No,20-24 YEARS,,,Yes,,YES,Condom,Baptist/Southern Baptist,More than once a week,24 YEARS,BACHELOR'S DEGREE,BLACK,"Has been pregnant, but has never been married",,18,4 PARTNERS,Condom,PROTESTANT,"Working, but on vacation, strike, or had temporary illness","$30,000-$34,999",0,0,0,0,0,0,0,0,
83031,NEVER MARRIED,Yes,Yes,No,No,20-24 YEARS,No,,Yes,,,,Protestant - No specific denomination,Once a week,16 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,PROTESTANT,"Working, but on vacation, strike, or had temporary illness","$60,000-$74,999",7,1,1,1,1,1,1,1,0
83045,EVER MARRIED,No,No,Yes,Yes,20-24 YEARS,,11th grade,,13,NO,,No religion,,25 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,0-12 months,NO,16,13,Did not use a method at 1st intercourse,PROTESTANT,Working part-time,"$12,500-$14,999",0,0,0,0,0,0,0,0,1
83053,NEVER MARRIED,No,No,No,Yes,30 OR OLDER,No,,No,,,,Catholic,Once a week,18 YEARS,11TH GRADE,OTHER,,,,NONE,,CATHOLIC,Working part-time,"$12,500-$14,999",3,1,0,0,0,0,1,1,0
83089,NEVER MARRIED,No,No,Yes,No,18-19 YEARS,No,,Yes,,,,No religion,Never,17 YEARS,11TH GRADE,WHITE,,,,NONE,,NO RELIGION,Working part-time,"$100,000 or more",0,0,0,0,0,0,0,0,0
83090,NEVER MARRIED,No,No,No,Yes,20-24 YEARS,,,No,,NO,,Protestant - No specific denomination,2-3 times a month,21 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),BLACK,"Has been pregnant, but has never been married",YES,18,3 PARTNERS,Did not use a method at 1st intercourse,PROTESTANT,Working full-time,Under $5000,7,1,1,1,1,1,1,1,
83091,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,,11th grade,No,,NO,,Catholic,Once a week,22 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",YES,17,4 PARTNERS,Did not use a method at 1st intercourse,CATHOLIC,Working part-time,"$25,000-$29,999",7,1,1,1,1,1,1,1,
83095,NEVER MARRIED,No,No,Yes,Yes,18-19 YEARS,,,No,,YES,"Depo-Provera, injectables",Catholic,More than once a week,20 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),BLACK,"Has been pregnant, but has never been married",,18,3 PARTNERS,"Depo-Provera, injectables",CATHOLIC,Working full-time,Under $5000,1,0,0,0,1,0,0,0,
83096,NEVER MARRIED,Yes,Yes,Yes,Yes,LESS THAN 18 YEARS,,8th grade,,,NO,,Catholic,,25 YEARS,11TH GRADE,WHITE,"Has been pregnant, but has never been married",YES,15,3 PARTNERS,Did not use a method at 1st intercourse,CATHOLIC,In school,"$12,500-$14,999",0,0,0,0,0,0,0,0,
83102,NEVER MARRIED,No,No,Yes,No,30 OR OLDER,Yes,,Yes,,YES,Condom,Catholic,Once a week,20 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,18,2 PARTNERS,Condom,CATHOLIC,Working full-time,"$50,000-$59,999",3,0,0,0,1,1,1,0,1
83108,NEVER MARRIED,No,No,Yes,No,20-24 YEARS,,8th grade,,,NO,,Catholic,,25 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),OTHER,"Has been pregnant, but has never been married",YES,14,8 PARTNERS,Did not use a method at 1st intercourse,NO RELIGION,Working part-time,"$50,000-$59,999",0,0,0,0,0,0,0,0,
83116,EVER MARRIED,No,No,Yes,Yes,18-19 YEARS,,,,3 PARTNERS,YES,Condom,Catholic,,25 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,First conception before marriage,NO,21,3 PARTNERS,Condom,CATHOLIC,Keeping house,$5000-$7499,0,0,0,0,0,0,0,0,1
83126,NEVER MARRIED,No,No,No,No,20-24 YEARS,No,,Yes,,,,Protestant - No specific denomination,Once a month (about 12 times a year),17 YEARS,10TH GRADE,WHITE,,,,NONE,,PROTESTANT,In school,"$10,000-$12,499",5,1,1,0,1,1,1,0,0
83127,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,Yes,11th grade,Yes,,YES,Birth control pills,No religion,Never,16 YEARS,10TH GRADE,WHITE,,,16,1 PARTNER,Pill,NO RELIGION,In school,"$60,000-$74,999",7,1,1,1,1,1,1,1,1
83129,NEVER MARRIED,No,No,Yes,No,,Yes,,Yes,,YES,Birth control pills,Catholic,Once a month (about 12 times a year),23 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,20,5 PARTNERS,Pill,CATHOLIC,Working part-time,"$35,000-$39,999",4,0,1,1,1,1,0,0,1
83138,NEVER MARRIED,No,No,Yes,No,30 OR OLDER,No,,No,,,,Catholic,More than once a week,18 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,,NONE,,CATHOLIC,In school,"$35,000-$39,999",2,1,0,0,1,0,0,0,0
83149,NEVER MARRIED,Yes,Yes,Yes,No,LESS THAN 18 YEARS,No,,No,,,,Baptist/Southern Baptist,Once a week,17 YEARS,11TH GRADE,BLACK,,,,NONE,,NO RELIGION,In school,"$10,000-$12,499",6,1,1,1,1,1,0,1,0
83150,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,,,,YES,Condom,Other religion,,25 YEARS,MASTER'S DEGREE,WHITE,,,19,2 PARTNERS,Condom,OTHER RELIGIONS,Working full-time,"$40,000-$49,999",0,0,0,0,0,0,0,0,1
83154,NEVER MARRIED,No,No,Yes,Yes,LESS THAN 18 YEARS,,,Yes,,YES,Birth control pills,Catholic,Once a week,22 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",YES,18,1 PARTNER,Pill,CATHOLIC,Keeping house,"$60,000-$74,999",6,1,1,1,1,1,1,0,
83160,EVER MARRIED,No,No,Yes,Yes,LESS THAN 18 YEARS,,,Yes,NONE,YES,Condom,Catholic,Once a week,19 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,0-12 months,,19,1 PARTNER,Condom,CATHOLIC,Keeping house,"$100,000 or more",5,1,1,1,1,0,0,1,0
83163,NEVER MARRIED,No,No,Yes,No,25-29 YEARS,Yes,Not in school,Don't know,,NO,,No religion,Never,23 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,10 YEARS OR YOUNGER,4 PARTNERS,Did not use a method at 1st intercourse,PROTESTANT,Working full-time,"$12,500-$14,999",0,0,0,0,0,0,0,0,1
83167,NEVER MARRIED,No,No,Yes,Yes,18-19 YEARS,No,,No,,,,Catholic,Once a week,19 YEARS,SOME COLLEGE BUT NO DEGREE,OTHER,,,,NONE,,CATHOLIC,Working part-time,"$15,000-$19,999",4,1,0,0,1,1,0,1,0
83168,NEVER MARRIED,No,No,Yes,No,LESS THAN 18 YEARS,No,,No,,,,Other religion,Once a week,17 YEARS,11TH GRADE,WHITE,,,,NONE,,NO RELIGION,Working full-time,"$30,000-$34,999",0,0,0,0,0,0,0,0,0
83173,EVER MARRIED,No,No,Yes,Yes,20-24 YEARS,,,Yes,1 PARTNER,YES,Condom,Catholic,Once a month (about 12 times a year),24 YEARS,SOME COLLEGE BUT NO DEGREE,OTHER,0-12 months,,22,1 PARTNER,Condom,OTHER RELIGIONS,Working full-time,"$25,000-$29,999",4,1,0,0,1,0,1,1,1
83175,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,No,,,,Protestant - No specific denomination,Once a week,18 YEARS,11TH GRADE,WHITE,,,,NONE,,PROTESTANT,In school,"$60,000-$74,999",2,1,0,0,0,0,0,1,0
83182,NEVER MARRIED,Yes,Yes,Yes,Yes,20-24 YEARS,Yes,10th grade,No,,NO,,Baptist/Southern Baptist,3-11 times a year,17 YEARS,11TH GRADE,WHITE,,,15,1 PARTNER,Did not use a method at 1st intercourse,PROTESTANT,Working part-time,"$20,000-$24,999",6,0,1,1,1,1,1,1,1
83185,NEVER MARRIED,No,No,No,Yes,LESS THAN 18 YEARS,No,,Yes,,,,Other religion,Never,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,NO RELIGION,In school,"$25,000-$29,999",1,1,0,0,0,0,0,0,0
83187,NEVER MARRIED,No,No,Yes,No,LESS THAN 18 YEARS,No,,Yes,,,,Catholic,2-3 times a month,16 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,CATHOLIC,In school,"$30,000-$34,999",5,1,1,1,1,0,0,1,0
83196,NEVER MARRIED,No,No,Yes,No,Don't know,Yes,7th grade,No,,YES,Birth control pills,Catholic,Once a week,22 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,12,25,Pill,CATHOLIC,Working part-time,"$50,000-$59,999",1,0,0,0,0,0,0,1,1
83199,NEVER MARRIED,No,No,Yes,No,LESS THAN 18 YEARS,,6th grade or less,Yes,,YES,Birth control pills,No religion,Never,18 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,11,9 PARTNERS,Pill,NO RELIGION,Keeping house,"$60,000-$74,999",6,1,1,1,1,1,1,0,
83202,NEVER MARRIED,No,No,No,Yes,18-19 YEARS,,10th grade,,,YES,Condom,Baptist/Southern Baptist,,25 YEARS,BACHELOR'S DEGREE,BLACK,"Has been pregnant, but has never been married",YES,15,6 PARTNERS,Condom,PROTESTANT,Working full-time,"$40,000-$49,999",0,0,0,0,0,0,0,0,
83203,NEVER MARRIED,No,No,Yes,No,25-29 YEARS,Yes,,Yes,,YES,Condom,Catholic,Once or twice a year,19 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,18,2 PARTNERS,Condom,PROTESTANT,Working full-time,$7500-$9999,3,0,1,0,1,0,0,1,1
83210,NEVER MARRIED,Yes,Yes,No,Yes,18-19 YEARS,,7th grade,No,,YES,Condom,Other religion,Once a week,21 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",,13,2 PARTNERS,Condom,OTHER RELIGIONS,Working part-time,"$25,000-$29,999",7,1,1,1,1,1,1,1,
83213,NEVER MARRIED,No,No,No,Yes,20-24 YEARS,No,,Yes,,,,Catholic,More than once a week,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,CATHOLIC,In school,"$60,000-$74,999",6,1,1,1,1,1,0,1,0
83214,NEVER MARRIED,Yes,Yes,No,No,18-19 YEARS,,11th grade,,,YES,Condom,Protestant - No specific denomination,,25 YEARS,SOME COLLEGE BUT NO DEGREE,BLACK,,,16,6 PARTNERS,Condom,PROTESTANT,Not working but looking for work,"$12,500-$14,999",0,0,0,0,0,0,0,0,
83220,NEVER MARRIED,No,No,Yes,No,25-29 YEARS,Yes,,Yes,,YES,Condom,Catholic,Once or twice a year,24 YEARS,MASTER'S DEGREE,WHITE,,,19,5 PARTNERS,Condom,NO RELIGION,Working full-time,"$100,000 or more",6,1,1,1,1,1,1,0,1
83221,NEVER MARRIED,No,No,Yes,No,25-29 YEARS,Yes,11th grade,Yes,,YES,Birth control pills,No religion,Never,24 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,17,4 PARTNERS,Pill,NO RELIGION,Working full-time,"$10,000-$12,499",6,1,1,1,1,1,1,0,1
83226,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,Yes,,,,Protestant - No specific denomination,Once a week,16 YEARS,9TH GRADE OR LESS,BLACK,,,,NONE,,PROTESTANT,In school,"$100,000 or more",7,1,1,1,1,1,1,1,0
83228,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,,,,,Other religion,,25 YEARS,SOME COLLEGE BUT NO DEGREE,OTHER,,,,NONE,,OTHER RELIGIONS,In school,"$20,000-$24,999",0,0,0,0,0,0,0,0,0
